"country.name","year","drought.occurrence","flood.occurrence","storm.occurrence","wildfire.occurrence","drought.total.deaths","flood.total.deaths","storm.total.deaths","wildfire.total.deaths","drought.total.affected","flood.total.affected","storm.total.affected","wildfire.total.affected","drought.total.damage","flood.total.damage","storm.total.damage","wildfire.total.damage"
"Romania",2016,NA,2,NA,NA,NA,3,NA,NA,NA,300,NA,NA,NA,NA,NA,NA
"Romania",2017,NA,NA,1,NA,NA,NA,9,NA,NA,NA,137,NA,NA,NA,7300,NA
"Romania",2018,NA,2,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,NA
"Russian Federation (the)",1992,NA,1,NA,1,NA,NA,NA,31,NA,NA,NA,NA,NA,48100,NA,NA
"Russian Federation (the)",1993,1,2,NA,NA,NA,138,NA,NA,NA,14753,NA,NA,NA,34000,NA,NA
"Russian Federation (the)",1994,NA,5,2,NA,NA,46,12,NA,NA,797633,62,NA,NA,281000,65800,NA
"Russian Federation (the)",1995,NA,NA,3,NA,NA,NA,145,NA,NA,NA,2560,NA,NA,NA,44000,NA
"Russian Federation (the)",1996,NA,2,NA,1,NA,4,NA,19,NA,234000,NA,600,NA,298400,NA,NA
"Russian Federation (the)",1997,NA,1,NA,2,NA,2,NA,14,NA,500,NA,NA,NA,174100,NA,NA
"Russian Federation (the)",1998,1,4,1,1,NA,14,8,3,NA,190100,160,100683,NA,16500,160000,270000
"Russian Federation (the)",1999,NA,1,1,2,NA,NA,12,NA,NA,1200,NA,NA,NA,NA,NA,113336
"Russian Federation (the)",2000,NA,8,1,5,NA,3,9,NA,NA,76501,NA,NA,NA,43895,50,NA
"Russian Federation (the)",2001,NA,3,2,2,NA,37,8,NA,NA,375305,12428,NA,NA,291000,17200,NA
"Russian Federation (the)",2002,NA,4,2,3,NA,259,8,NA,NA,384613,NA,120,NA,1007970,3000,NA
"Russian Federation (the)",2003,1,1,1,1,NA,NA,NA,NA,1000000,600,NA,NA,NA,NA,NA,NA
"Russian Federation (the)",2004,NA,3,3,1,NA,18,9,9,NA,6520,6062,1000,NA,56759,6000,NA
"Russian Federation (the)",2005,NA,5,2,NA,NA,22,NA,NA,NA,9045,2,NA,NA,23668,NA,NA
"Russian Federation (the)",2006,NA,3,NA,NA,NA,NA,NA,NA,NA,7720,NA,NA,NA,132411,NA,NA
"Russian Federation (the)",2007,NA,1,1,NA,NA,NA,NA,NA,NA,14000,NA,NA,NA,25752,NA,NA
"Russian Federation (the)",2010,1,2,NA,2,NA,23,NA,61,NA,48464,NA,7196,1400000,66000,NA,1800000
"Russian Federation (the)",2011,NA,2,1,NA,NA,NA,1,NA,NA,14169,14,NA,NA,21015,3000,NA
"Russian Federation (the)",2012,1,4,NA,1,NA,179,NA,2,NA,46807,NA,598,1140000,617000,NA,NA
"Russian Federation (the)",2013,NA,2,NA,NA,NA,4,NA,NA,NA,35635,NA,NA,NA,1000000,NA,NA
"Russian Federation (the)",2014,NA,1,NA,NA,NA,6,NA,NA,NA,24545,NA,NA,NA,8000,NA,NA
"Russian Federation (the)",2015,NA,1,NA,1,NA,1,NA,30,NA,1500,NA,5977,NA,NA,NA,136820
"Russian Federation (the)",2016,NA,3,NA,NA,NA,NA,NA,NA,NA,11696,NA,NA,NA,12000,NA,NA
"Russian Federation (the)",2017,NA,1,1,NA,NA,NA,16,NA,NA,15721,201,NA,NA,NA,2000,NA
"Russian Federation (the)",2018,NA,2,NA,NA,NA,10,NA,NA,NA,14975,NA,NA,NA,10000,NA,NA
"Serbia",2007,NA,1,NA,NA,NA,NA,NA,NA,NA,12370,NA,NA,NA,NA,NA,NA
"Serbia",2009,NA,1,NA,NA,NA,NA,NA,NA,NA,3210,NA,NA,NA,NA,NA,NA
"Serbia",2010,NA,3,NA,NA,NA,2,NA,NA,NA,4900,NA,NA,NA,NA,NA,NA
"Serbia",2013,NA,2,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA
"Serbia",2014,NA,4,NA,NA,NA,56,NA,NA,NA,59600,NA,NA,NA,2048262,NA,NA
"Serbia",2016,NA,2,NA,NA,NA,NA,NA,NA,NA,8655,NA,NA,NA,100000,NA,NA
"Serbia",2018,NA,1,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA
"Slovakia",1997,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA
"Slovakia",1998,NA,1,NA,NA,NA,54,NA,NA,NA,11667,NA,NA,NA,45000,NA,NA
"Slovakia",1999,NA,1,NA,NA,NA,2,NA,NA,NA,36148,NA,NA,NA,113300,NA,NA
"Slovakia",2000,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2001,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA
"Slovakia",2002,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA
"Slovakia",2004,NA,1,1,NA,NA,1,2,NA,NA,230,10324,NA,NA,NA,383300,NA
"Slovakia",2005,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2006,NA,2,NA,NA,NA,1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"Slovakia",2010,NA,2,NA,NA,NA,4,NA,NA,NA,850,NA,NA,NA,25000,NA,NA
"Slovakia",2013,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia",2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovenia",2005,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA
"Slovenia",2007,NA,NA,2,NA,NA,NA,6,NA,NA,NA,1050,NA,NA,NA,392000,NA
"Slovenia",2012,NA,1,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,265000,NA,NA
"Slovenia",2014,NA,1,NA,NA,NA,3,NA,NA,NA,2550,NA,NA,NA,NA,NA,NA
"Spain",1953,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1957,NA,1,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1962,NA,1,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,80000,NA,NA
"Spain",1971,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,NA
"Spain",1972,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA
"Spain",1973,NA,1,1,NA,NA,500,19,NA,NA,NA,NA,NA,NA,400000,NA,NA
"Spain",1978,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA
"Spain",1979,NA,1,NA,NA,NA,20,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
"Spain",1980,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,NA,NA,NA
"Spain",1981,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460000,NA,NA,NA
"Spain",1982,NA,2,NA,NA,NA,77,NA,NA,NA,226600,NA,NA,NA,930000,NA,NA
"Spain",1983,NA,2,NA,NA,NA,45,NA,NA,NA,507600,NA,NA,NA,3900000,NA,NA
"Spain",1984,NA,NA,2,1,NA,NA,9,17,NA,NA,60060,NA,NA,NA,1001000,NA
"Spain",1985,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA
"Spain",1987,NA,1,1,NA,NA,5,NA,NA,NA,2000,NA,NA,NA,1283000,8000,NA
"Spain",1989,NA,1,2,NA,NA,12,33,NA,NA,NA,NA,NA,NA,375000,NA,NA
"Spain",1990,1,NA,2,NA,NA,NA,9,NA,6000000,NA,NA,NA,4500000,NA,NA,NA
"Spain",1991,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1994,NA,1,1,2,NA,10,12,20,NA,NA,NA,16520,NA,NA,NA,NA
"Spain",1996,NA,1,NA,NA,NA,1,NA,NA,NA,4000,NA,NA,NA,576600,NA,NA
"Spain",1997,NA,1,1,NA,NA,5,21,NA,NA,400,350,NA,NA,NA,5000,NA
"Spain",1998,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,1000,42108
"Spain",1999,1,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,3200000,NA,100000,NA
"Spain",2000,NA,2,2,1,NA,24,14,NA,NA,1000,2,NA,NA,75000,NA,NA
"Spain",2001,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,72000,NA
"Spain",2002,NA,1,NA,NA,NA,6,NA,NA,NA,50,NA,NA,NA,87000,NA,NA
"Spain",2003,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,200,NA,NA,NA,NA
"Spain",2004,NA,1,NA,1,NA,NA,NA,3,NA,600,NA,1100,NA,14285,NA,3000
"Spain",2005,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,2050000
"Spain",2006,NA,1,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,659000
"Spain",2007,NA,3,1,NA,NA,5,1,NA,NA,4430,NA,NA,NA,400000,NA,NA
"Spain",2009,NA,NA,1,1,NA,NA,14,6,NA,NA,NA,NA,NA,NA,1900000,NA
"Spain",2010,NA,1,1,NA,NA,2,3,NA,NA,30,NA,NA,NA,NA,340000,NA
"Spain",2011,NA,1,NA,NA,NA,1,NA,NA,NA,2400,NA,NA,NA,NA,NA,NA
"Spain",2012,NA,1,NA,1,NA,10,NA,4,NA,635,NA,6,NA,395000,NA,NA
"Spain",2013,NA,1,1,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA
"Spain",2014,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",2015,NA,2,NA,NA,NA,8,NA,NA,NA,150,NA,NA,NA,2000,NA,NA
"Spain",2016,NA,1,NA,NA,NA,5,NA,NA,NA,150,NA,NA,NA,50000,NA,NA
"Spain",2017,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,1500,NA,NA,NA,NA
"Spain",2018,NA,1,1,1,NA,13,2,NA,NA,NA,NA,NA,NA,150000,NA,NA
"Sweden",1976,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",1977,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170000,NA,NA
"Sweden",1985,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,5800,NA,NA
"Sweden",1990,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA
"Sweden",1999,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,160000,NA
"Sweden",2002,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",2005,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2800000,NA
"Sweden",2013,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",2018,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000
"Switzerland",1976,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Switzerland",1977,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Switzerland",1982,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA
"Switzerland",1983,NA,1,2,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,1000,NA
"Switzerland",1984,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9600,NA
"Switzerland",1985,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
"Switzerland",1986,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,NA
"Switzerland",1987,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,138900,NA
"Switzerland",1990,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,280000,NA
"Switzerland",1993,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,443760,NA
"Switzerland",1994,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA
"Switzerland",1997,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,NA,NA
"Switzerland",1998,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA
"Switzerland",1999,NA,1,1,NA,NA,3,12,NA,NA,NA,NA,NA,NA,330000,1500000,NA
"Switzerland",2002,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"Switzerland",2003,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5000,NA
"Switzerland",2005,NA,1,NA,NA,NA,6,NA,NA,NA,2500,NA,NA,NA,2100000,NA,NA
"Switzerland",2006,NA,1,1,NA,NA,NA,1,NA,NA,3000,NA,NA,NA,NA,NA,NA
"Switzerland",2007,NA,1,2,NA,NA,1,NA,NA,NA,101,NA,NA,NA,350000,100000,NA
"Switzerland",2009,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000,NA
"Switzerland",2010,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,NA
"Switzerland",2011,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Switzerland",2013,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,250000,NA
"Switzerland",2014,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Switzerland",2018,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"Switzerland",2019,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ukraine",1992,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,1600,NA
"Ukraine",1993,NA,2,NA,NA,NA,9,NA,NA,NA,325000,NA,NA,NA,239000,NA,NA
"Ukraine",1995,NA,1,NA,NA,NA,NA,NA,NA,NA,1700000,NA,NA,NA,NA,NA,NA
"Ukraine",1996,NA,1,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA
"Ukraine",1997,NA,1,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,17000,34000,NA
"Ukraine",1998,NA,1,NA,NA,NA,18,NA,NA,NA,24570,NA,NA,NA,1259,NA,NA
"Ukraine",2000,NA,NA,3,NA,NA,NA,10,NA,NA,NA,48110,NA,NA,NA,120000,NA
"Ukraine",2001,NA,1,NA,NA,NA,9,NA,NA,NA,300000,NA,NA,NA,15000,NA,NA
"Ukraine",2003,NA,1,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA
"Ukraine",2005,NA,1,NA,NA,NA,NA,NA,NA,NA,8340,NA,NA,NA,NA,NA,NA
"Ukraine",2006,NA,2,NA,NA,NA,2,NA,NA,NA,5000,NA,NA,NA,23855,NA,NA
"Ukraine",2007,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7552,NA,NA,NA,100000,NA
"Ukraine",2008,NA,1,NA,NA,NA,38,NA,NA,NA,224725,NA,NA,NA,1000000,NA,NA
"Ukraine",2010,NA,1,NA,NA,NA,6,NA,NA,NA,40059,NA,NA,NA,1900,NA,NA
"Ukraine",2012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690000,NA,NA,NA
"Ukraine",2013,NA,1,NA,NA,NA,2,NA,NA,NA,2260,NA,NA,NA,21000,NA,NA
"Ukraine",2016,NA,1,NA,NA,NA,3,NA,NA,NA,200,NA,NA,NA,NA,NA,NA
"Ukraine",2018,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA
"United Kingdom",1952,NA,1,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1968,NA,NA,1,NA,NA,NA,20,NA,NA,NA,700,NA,NA,NA,2500,NA
"United Kingdom",1972,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1976,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1977,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA
"United Kingdom",1981,NA,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1983,NA,NA,1,NA,NA,NA,5,NA,NA,NA,12,NA,NA,NA,NA,NA
"United Kingdom",1984,NA,NA,1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,81500,NA
"United Kingdom",1986,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1987,NA,NA,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1565000,NA
"United Kingdom",1989,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom",1990,NA,NA,7,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,4790000,NA
"United Kingdom",1991,NA,NA,1,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,900000,NA
"United Kingdom",1993,NA,2,NA,NA,NA,4,NA,NA,NA,600,NA,NA,NA,187000,NA,NA
"United Kingdom",1994,NA,2,NA,NA,NA,7,NA,NA,NA,700,NA,NA,NA,236000,NA,NA
"United Kingdom",1995,NA,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,650000,NA
"United Kingdom",1996,NA,NA,1,NA,NA,NA,5,NA,NA,NA,12000,NA,NA,NA,300000,NA
"United Kingdom",1997,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,248400,NA,NA
"United Kingdom",1998,NA,1,3,NA,NA,5,35,NA,NA,300,253000,NA,NA,500000,1365400,NA
"United Kingdom",1999,NA,1,2,NA,NA,NA,11,NA,NA,330,200,NA,NA,32680,101000,NA
"United Kingdom",2000,NA,3,3,NA,NA,NA,16,NA,NA,1440,20104,NA,NA,5918150,1500000,NA
"United Kingdom",2001,NA,2,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA
"United Kingdom",2002,NA,3,2,NA,NA,1,14,NA,NA,750,NA,NA,NA,NA,400050,NA
"United Kingdom",2004,NA,1,NA,NA,NA,NA,NA,NA,NA,1008,NA,NA,NA,96000,NA,NA
"United Kingdom",2005,NA,NA,2,NA,NA,NA,10,NA,NA,NA,3000,NA,NA,NA,700000,NA
"United Kingdom",2007,NA,3,1,NA,NA,14,13,NA,NA,370200,NA,NA,NA,8448000,1200000,NA
"United Kingdom",2008,NA,2,1,NA,NA,8,NA,NA,NA,3300,NA,NA,NA,50000,NA,NA
"United Kingdom",2009,NA,1,1,NA,NA,3,2,NA,NA,3900,180,NA,NA,484000,NA,NA
"United Kingdom",2010,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA
"United Kingdom",2012,NA,5,NA,NA,NA,8,NA,NA,NA,3785,NA,NA,NA,2946000,NA,NA
"United Kingdom",2013,NA,1,3,NA,NA,2,11,NA,NA,600,4200,NA,NA,1500000,NA,NA
"United Kingdom",2014,NA,1,1,NA,NA,NA,5,NA,NA,540,18000,NA,NA,624000,100000,NA
"United Kingdom",2015,NA,1,1,NA,NA,NA,3,NA,NA,48000,15600,NA,NA,1200000,1200000,NA
"United Kingdom",2017,NA,1,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
"United Kingdom",2018,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
